epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
1,435.93939208984375,17.012094497680664,246.35494995117188,13.527495384216309
2,185.40582275390625,11.260631561279297,152.162109375,10.131638526916504
3,114.63516235351562,8.087556838989258,92.98168182373047,7.054386615753174
4,77.67081451416016,6.3687520027160645,69.93807983398438,5.9982686042785645
5,51.666988372802734,5.026367664337158,47.353782653808594,4.688337326049805
6,33.71156692504883,3.962291955947876,33.578529357910156,3.7022974491119385
7,24.950237274169922,3.412385940551758,26.291963577270508,3.2025582790374756
8,20.404823303222656,3.1358792781829834,22.709840774536133,2.9158802032470703
9,16.298444747924805,2.709923267364502,21.069623947143555,2.911606550216675
10,14.912717819213867,2.5974886417388916,18.317655563354492,2.632539987564087
11,13.166656494140625,2.4598615169525146,16.498884201049805,2.5509097576141357
12,11.850147247314453,2.326777935028076,15.599547386169434,2.5656614303588867
13,10.920614242553711,2.22762131690979,14.955366134643555,2.649606943130493
14,10.127923965454102,2.1714491844177246,12.593273162841797,2.2648141384124756
15,8.95405101776123,2.0338971614837646,11.464167594909668,2.1563892364501953
16,7.948113918304443,1.8978028297424316,10.83701229095459,2.0686986446380615
17,7.4058027267456055,1.8190524578094482,9.773818016052246,1.9217089414596558
18,6.562901973724365,1.6905567646026611,8.964821815490723,1.8410606384277344
19,5.841383457183838,1.5732684135437012,8.16325569152832,1.770714521408081
20,5.312246799468994,1.5140821933746338,9.124792098999023,2.0337069034576416
21,5.466456890106201,1.5974103212356567,8.328043937683105,1.9440897703170776
22,4.939043998718262,1.5134565830230713,6.86233377456665,1.65413498878479
23,4.415093898773193,1.3971697092056274,6.3756842613220215,1.5479240417480469
24,3.889625072479248,1.285529613494873,5.721198558807373,1.460964560508728
25,3.8330469131469727,1.3140039443969727,5.805464744567871,1.5167288780212402
26,3.3677244186401367,1.1984350681304932,5.236402988433838,1.3924225568771362
27,3.117032766342163,1.1518466472625732,5.092073440551758,1.4306056499481201
28,2.996680498123169,1.1464630365371704,4.687999725341797,1.348964810371399
29,2.8798110485076904,1.1352611780166626,4.69338321685791,1.3745853900909424
30,2.5764379501342773,1.048604130744934,4.705160617828369,1.3819007873535156
31,2.622962474822998,1.1057437658309937,5.858377456665039,1.7239491939544678
32,2.676316976547241,1.1462165117263794,4.040419101715088,1.2294960021972656
33,2.193559408187866,0.9772278070449829,3.6613924503326416,1.1457757949829102
34,2.015083074569702,0.9516897201538086,4.379097938537598,1.4056519269943237
35,2.0664429664611816,0.9944960474967957,3.432173728942871,1.163541316986084
36,1.7226712703704834,0.8756106495857239,3.562098503112793,1.1799200773239136
37,1.7342562675476074,0.9051423072814941,3.278870105743408,1.0776277780532837
38,1.4302823543548584,0.7844606637954712,3.1716392040252686,1.078351378440857
39,1.462829351425171,0.812889575958252,2.881807804107666,0.9898955225944519
40,1.3718572854995728,0.7872416377067566,2.8700807094573975,1.0509060621261597
41,1.2818498611450195,0.7719020247459412,2.6782209873199463,0.9511377811431885
42,1.1422604322433472,0.7107259035110474,2.5110833644866943,0.9332322478294373
43,1.2436612844467163,0.7708818316459656,2.909536600112915,1.0727521181106567
44,1.3313658237457275,0.8198035359382629,2.5590734481811523,0.9978622198104858
45,1.0685014724731445,0.7130275964736938,2.3350977897644043,0.8929336667060852
46,0.9585331082344055,0.6703795790672302,2.2529587745666504,0.9052669405937195
47,1.0251295566558838,0.7098349928855896,2.1403110027313232,0.8443300127983093
48,0.8910025358200073,0.6538071632385254,2.094449758529663,0.8342424035072327
49,0.8878616094589233,0.6488116979598999,2.6150717735290527,1.084612250328064
50,0.9681873321533203,0.713608980178833,1.9809777736663818,0.8173492550849915
